invoice_id,seller_id,buyer_id,amount,date,itc_claimed
INV00000226,GST000725,GST000908,624503.993139216,2023-05-13,0
INV00000227,GST000571,GST000027,16777.758122380903,2023-08-09,1
INV00000228,GST000935,GST000810,285992.21979791764,2023-05-06,1
INV00000229,GST000567,GST000617,6537.738720621017,2023-12-13,0
INV00000230,GST000246,GST000907,597932.1660276907,2023-10-25,0
INV00000231,GST000931,GST000030,25643.5320355522,2023-04-15,1
INV00000232,GST000182,GST000339,27194.840238483754,2023-02-08,0
INV00000233,GST000956,GST000457,27088.83851187976,2023-12-27,1
INV00000234,GST000567,GST000521,83859.22579673781,2023-03-10,1
INV00000235,GST000160,GST000676,6507.63521759796,2023-03-06,0
INV00000236,GST000946,GST000555,35864.979438056514,2023-08-08,0
INV00000237,GST000839,GST000234,148111.45088219692,2023-09-20,1
INV00000238,GST000177,GST000022,321933.1544506765,2023-07-21,0
INV00000239,GST000318,GST000967,63899.39680538888,2023-12-12,1
INV00000240,GST000926,GST000607,31389.931786837984,2023-10-08,1
INV00000241,GST000096,GST000243,477.3507364537526,2023-08-10,1
INV00000242,GST000397,GST000571,27753.461949120672,2023-02-07,1
INV00000243,GST000487,GST000734,58512.51354202126,2023-12-28,1
INV00000244,GST000747,GST000083,11983.724569839736,2023-10-08,1
INV00000245,GST000706,GST000298,1857.2638073152705,2023-09-01,1
INV00000246,GST000712,GST000900,182948.68516919177,2023-10-08,0
INV00000247,GST000723,GST000635,11893.903264577282,2023-02-17,1
INV00000248,GST000737,GST000265,6768.225166318551,2023-03-21,1
INV00000249,GST000518,GST000329,6102.825021511947,2023-11-30,1
INV00000250,GST000339,GST000847,87011.67873035521,2023-03-28,1
INV00000251,GST000717,GST000051,3907.0986754669966,2023-08-10,1
INV00000252,GST000089,GST000269,32191.094305072886,2023-05-19,0
INV00000253,GST000685,GST000060,3333086.9490047963,2023-07-19,1
INV00000254,GST000386,GST000041,3144.5619923254358,2023-02-09,0
INV00000255,GST000104,GST000981,19997.046834183664,2023-03-16,1
INV00000256,GST000460,GST000294,24461.956744087565,2023-12-29,1
INV00000257,GST000836,GST000336,10248.667184324535,2023-08-29,1
INV00000258,GST000183,GST000546,1288.6357082493173,2023-12-30,0
INV00000259,GST000787,GST000654,321941.88925915514,2023-09-04,1
INV00000260,GST000804,GST000462,20631.537378770587,2023-08-26,1
INV00000261,GST000613,GST000926,2780.9939913127687,2023-09-01,1
INV00000262,GST000691,GST000862,25236.08202929572,2023-12-08,0
INV00000263,GST000778,GST000031,22699.044140662172,2023-03-22,0
INV00000264,GST000498,GST000989,3586.773298730972,2023-12-20,1
INV00000265,GST000846,GST000681,1891.6820527851762,2023-11-24,1
INV00000266,GST000873,GST000371,2012.5791954589886,2023-07-09,1
INV00000267,GST000980,GST000096,32104.572580832533,2023-08-10,1
INV00000268,GST000181,GST000505,808.1321911733162,2023-01-14,1
INV00000269,GST000365,GST000133,3849.0022701774224,2023-10-21,0
INV00000270,GST000252,GST000809,6501.802057120056,2023-07-18,0
INV00000271,GST000764,GST000543,24359.188082523073,2023-12-18,0
INV00000272,GST000077,GST000134,831521.3222278833,2023-05-10,1
INV00000273,GST000419,GST000994,868.3394946155022,2023-01-27,1
INV00000274,GST000536,GST000188,33166.85091175272,2023-05-19,0
INV00000275,GST000493,GST000969,13203.160901952007,2023-12-23,1
INV00000276,GST000226,GST000585,24518.617876017543,2023-06-17,0
INV00000277,GST000419,GST000605,108949.00748114543,2023-12-21,1
INV00000278,GST000691,GST000281,6296.286385442948,2023-05-08,1
INV00000279,GST000221,GST000951,54019.47221398005,2023-08-12,1
INV00000280,GST000479,GST000417,53498.48586521178,2023-08-11,1
INV00000281,GST000517,GST000442,48254.68377720383,2023-04-08,1
INV00000282,GST000756,GST000379,4129.174475168761,2023-07-26,1
INV00000283,GST000976,GST000408,26219.339116271443,2023-03-17,1
INV00000284,GST000962,GST000323,2622.4822814016597,2023-10-30,0
INV00000285,GST000237,GST000389,25405.208892888943,2023-07-02,1
INV00000286,GST000981,GST000001,7565.913236331707,2023-01-31,1
INV00000287,GST000714,GST000729,28532.370146058474,2023-06-16,0
INV00000288,GST000746,GST000825,2131.1058707872,2023-10-01,0
INV00000289,GST000328,GST000976,37156.41987318625,2023-04-09,1
INV00000290,GST000900,GST000602,2512.864812816138,2023-01-04,1
INV00000291,GST000590,GST000414,79490.45540974662,2023-02-10,1
INV00000292,GST000129,GST000544,31887.820658021934,2023-08-06,1
INV00000293,GST000342,GST000194,22792.40694729665,2023-05-23,1
INV00000294,GST000596,GST000623,6015.908303113095,2023-06-07,1
INV00000295,GST000712,GST000064,74390.61405060164,2023-04-12,0
INV00000296,GST000743,GST000830,33751.88062029546,2023-01-30,1
INV00000297,GST000510,GST000951,9853.955767781184,2023-06-09,0
INV00000298,GST000383,GST000095,8436.248908554224,2023-06-27,1
INV00000299,GST000621,GST000765,14590.793952435895,2023-10-24,0
INV00000300,GST000156,GST000000,900522.5227814041,2023-06-12,1
INV00000301,GST000463,GST000588,26538.26198234512,2023-12-28,1
INV00000302,GST000374,GST000694,4834.49890625222,2023-01-01,1
INV00000303,GST000878,GST000844,18873.06564256892,2023-12-08,0
INV00000304,GST000862,GST000955,39983.912720279666,2023-10-10,1
INV00000305,GST000522,GST000461,4812.598226424064,2023-10-16,1
INV00000306,GST000563,GST000120,17868.385967427184,2023-08-14,1
INV00000307,GST000429,GST000792,3907.555439810065,2023-07-11,1
INV00000308,GST000826,GST000351,74023.4177179021,2023-02-06,1
INV00000309,GST000772,GST000334,818.3697393539152,2023-06-17,1
INV00000310,GST000157,GST000002,25980.146626850175,2023-12-10,0
INV00000311,GST000058,GST000300,4261.713436412472,2023-06-30,0
INV00000312,GST000178,GST000024,86683.06570360884,2023-06-21,1
INV00000313,GST000564,GST000905,246919.32252686215,2023-06-18,0
INV00000314,GST000750,GST000905,3445343.787537538,2023-03-20,1
INV00000315,GST000849,GST000922,611015.8779684773,2023-12-04,1
INV00000316,GST000844,GST000604,210610.86752752945,2023-02-27,0
INV00000317,GST000433,GST000351,272777.7427324916,2023-11-20,1
INV00000318,GST000337,GST000799,44944.34544253181,2023-11-23,1
INV00000319,GST000962,GST000747,352373.8978926894,2023-05-02,1
INV00000320,GST000565,GST000643,2421.9818080342325,2023-10-15,1
INV00000321,GST000973,GST000831,34981.76154183497,2023-02-12,0
INV00000322,GST000873,GST000972,20088.78898739034,2023-06-05,0
INV00000323,GST000053,GST000852,2827.6208298189545,2023-07-12,1
INV00000324,GST000698,GST000065,21188.099609740282,2023-11-08,1
INV00000325,GST000396,GST000261,545.0547048173855,2023-04-18,1
INV00000326,GST000529,GST000577,37673.696747861846,2023-05-24,1
INV00000327,GST000424,GST000282,919.7351477264019,2023-06-14,1
INV00000328,GST000158,GST000751,32239.307723156897,2023-07-05,1
INV00000329,GST000029,GST000835,29263.015218562185,2023-08-24,0
INV00000330,GST000903,GST000974,171648.89685449083,2023-11-27,1
INV00000331,GST000465,GST000231,20615.687803709323,2023-08-16,0
INV00000332,GST000061,GST000237,28588.972415652464,2023-02-28,1
INV00000333,GST000371,GST000565,2127.165845621866,2023-11-12,1
INV00000334,GST000313,GST000473,20282.74922012129,2023-04-23,0
INV00000335,GST000989,GST000919,21826.96215479813,2023-04-09,1
INV00000336,GST000019,GST000044,5238.934740943464,2023-01-17,0
INV00000337,GST000760,GST000224,12157.970743555341,2023-01-30,1
INV00000338,GST000765,GST000509,522946.6667255588,2023-06-08,1
INV00000339,GST000458,GST000768,5421.270832481298,2023-01-21,0
INV00000340,GST000961,GST000825,20684.252788328235,2023-04-28,0
INV00000341,GST000877,GST000408,35071.282176894114,2023-06-27,0
INV00000342,GST000634,GST000131,7478.506788538682,2023-12-24,1
INV00000343,GST000779,GST000893,3334.349393047609,2023-03-08,0
INV00000344,GST000082,GST000719,1592.7207240397665,2023-04-09,1
INV00000345,GST000257,GST000119,66716.96774232721,2023-01-17,0
INV00000346,GST000393,GST000732,328549.9361755942,2023-02-11,1
INV00000347,GST000239,GST000827,4139.62214615786,2023-02-13,1
INV00000348,GST000849,GST000972,89033.59104900633,2023-01-18,0
INV00000349,GST000920,GST000002,30735.911361855964,2023-05-22,1
INV00000350,GST000685,GST000711,16627.760858384943,2023-06-22,1
INV00000351,GST000408,GST000833,6309.613149341671,2023-01-25,1
INV00000352,GST000295,GST000832,40062.18646598875,2023-05-03,1
INV00000353,GST000060,GST000122,3102.118535305163,2023-12-22,1
INV00000354,GST000349,GST000661,4268.889553483935,2023-04-08,1
INV00000355,GST000369,GST000624,15296.655488937546,2023-10-31,1
INV00000356,GST000672,GST000038,4378.70087726164,2023-09-12,1
INV00000357,GST000653,GST000905,53126.7546350364,2023-08-05,1
INV00000358,GST000497,GST000834,14744.893622075017,2023-05-19,1
INV00000359,GST000289,GST000280,9224.014082419153,2023-06-26,1
INV00000360,GST000792,GST000243,1515.5802335065296,2023-02-08,1
INV00000361,GST000109,GST000125,137771.7833180879,2023-04-24,0
INV00000362,GST000910,GST000173,91562.3264049394,2023-04-05,1
INV00000363,GST000488,GST000381,3698.6172365425145,2023-06-19,1
INV00000364,GST000002,GST000537,1024.8241143212063,2023-07-18,1
INV00000365,GST000951,GST000924,11674.807784328928,2023-02-14,1
INV00000366,GST000087,GST000594,3646.4660343252112,2023-11-18,1
INV00000367,GST000913,GST000283,17810.674310498187,2023-08-03,1
INV00000368,GST000637,GST000534,21756.339094927167,2023-02-13,0
INV00000369,GST000980,GST000566,22705.501961465514,2023-04-14,0
INV00000370,GST000876,GST000546,35585.494617174656,2023-06-15,1
INV00000371,GST000618,GST000843,140450.65459349,2023-11-13,0
INV00000372,GST000102,GST000861,1482.4937731921639,2023-01-17,0
INV00000373,GST000529,GST000048,1525.5692916515252,2023-11-17,1
INV00000374,GST000703,GST000692,1327759.3731510502,2023-06-14,0
INV00000375,GST000858,GST000667,16550.63662001031,2023-05-31,0
INV00000376,GST000456,GST000723,345863.7402591223,2023-12-25,0
INV00000377,GST000637,GST000552,27847.742750198544,2023-02-27,1
INV00000378,GST000389,GST000074,220888.86992376493,2023-07-31,0
INV00000379,GST000325,GST000246,15233.341359392321,2023-12-20,1
INV00000380,GST000073,GST000547,46067.07176877366,2023-04-02,1
INV00000381,GST000756,GST000439,39563.22985253592,2023-03-01,0
INV00000382,GST000161,GST000235,55561.8655772441,2023-08-15,1
INV00000383,GST000423,GST000486,11032.124876116011,2023-08-05,1
INV00000384,GST000415,GST000494,9028.02642381845,2023-11-17,0
INV00000385,GST000000,GST000520,204741.61284207538,2023-03-25,0
INV00000386,GST000231,GST000200,150209.8660532075,2023-06-18,0
INV00000387,GST000897,GST000875,4956.157272012031,2023-09-28,0
INV00000388,GST000734,GST000386,9936.185705440332,2023-09-04,1
INV00000389,GST000099,GST000664,85436.20370739576,2023-05-21,1
INV00000390,GST000734,GST000006,10370.135007047282,2023-06-05,1
INV00000391,GST000375,GST000647,41514.63185326759,2023-12-02,0
INV00000392,GST000845,GST000975,7087.94696578846,2023-03-12,1
INV00000393,GST000607,GST000134,18363.90387713015,2023-08-19,1
INV00000394,GST000904,GST000695,3684.0905347498056,2023-01-19,1
INV00000395,GST000788,GST000345,13473.411900412755,2023-07-18,1
INV00000396,GST000400,GST000390,579957.1400037573,2023-08-08,1
INV00000397,GST000879,GST000350,34231.24384417375,2023-10-15,1
INV00000398,GST000275,GST000760,184417.32915147732,2023-06-08,1
INV00000399,GST000709,GST000881,15473.575575802826,2023-07-27,1
INV00000400,GST000011,GST000421,1519213.2332999907,2023-11-01,0
INV00000401,GST000407,GST000311,32779.16645282969,2023-02-26,1
INV00000402,GST000933,GST000926,31311.4312474517,2023-12-22,0
INV00000403,GST000234,GST000648,81574.56696755752,2023-09-10,1
INV00000404,GST000033,GST000650,10415.585240930095,2023-01-03,1
INV00000405,GST000558,GST000263,70403.60838339276,2023-05-01,1
INV00000406,GST000807,GST000862,70173.99615682676,2023-04-22,1
INV00000407,GST000191,GST000292,635060.5904001602,2023-07-24,1
INV00000408,GST000107,GST000630,947.3441535077358,2023-12-15,0
INV00000409,GST000415,GST000802,60516.03616195912,2023-02-21,0
INV00000410,GST000132,GST000441,2233.262501503265,2023-10-08,1
INV00000411,GST000217,GST000298,237597.0950006833,2023-05-23,1
INV00000412,GST000737,GST000059,120478.13638810597,2023-12-07,0
INV00000413,GST000980,GST000368,77.84169162633115,2023-11-16,1
INV00000414,GST000043,GST000966,814964.190873743,2023-04-15,1
INV00000415,GST000394,GST000630,8211.360053069913,2023-12-07,1
INV00000416,GST000727,GST000698,557542.1915002906,2023-11-14,0
INV00000417,GST000134,GST000631,2618.1921393711114,2023-06-28,1
INV00000418,GST000022,GST000710,78123.87380862664,2023-09-03,1
INV00000419,GST000330,GST000995,37146.54105893671,2023-01-25,1
INV00000420,GST000869,GST000143,2853.026334932668,2023-11-30,1
