invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D01I34780,D01C3541,D01C9712,2024-04-07,92734.75,8728.71,12042.83,7201,Paid,Cheque
D01I45143,D01C6010,D01C5016,2024-02-28,20475.5,3243.63,1421.99,4557;6228,Pending,Cash
D01I81716,D01C5090,D01C1844,2024-02-10,33661.23,2399.93,2552.23,3921;1809,Pending,UPI
D01I25581,D01C8401,D01C7233,2024-01-06,13438.18,2207.1,1041.7,2458,Cancelled,UPI
D01I25648,D01C1344,D01C1248,2024-01-12,21145.33,2614.51,3060.8,7988,Pending,Cash
D01I67174,D01C1031,D01C1804,2024-02-18,8290.57,869.99,440.51,1514;3673;9456,Pending,Cheque
D01I80199,D01C2722,D01C7047,2024-06-11,46215.4,5142.81,3859.49,7757;7640,Paid,Cash
D01I61835,D01C1952,D01C7221,2024-05-29,21424.09,3424.31,3131.39,9712;6602;7895,Paid,Bank Transfer
D01I25998,D01C5165,D01C3830,2024-03-30,27188.33,3374.59,1642.66,6058,Paid,UPI
D01I63455,D01C3726,D01C2213,2024-03-17,12659.74,879.06,2135.68,3441;4681;1212,Paid,Cash
D01I19472,D01C4704,D01C1551,2024-03-02,21958.82,3196.6,3020.41,7436,Cancelled,Cash
D01I62334,D01C1933,D01C1163,2024-04-02,20006.59,2016.69,2346.81,6860,Paid,Bank Transfer
D01I43686,D01C6405,D01C3711,2024-01-23,16352.36,1712.36,2823.61,9917,Pending,UPI
D01I40797,D01C8451,D01C7127,2024-01-27,7661.2,677.86,1354.71,4723,Cancelled,UPI
D01I99296,D01C2934,D01C6873,2024-04-29,23577.25,1716.99,3149.14,7694;8881;1708,Pending,Bank Transfer
D01I78062,D01C3931,D01C1544,2024-06-19,55779.06,9875.4,4362.0,4760;7693,Pending,Cash
D01I96039,D01C9265,D01C9099,2024-03-11,15836.27,889.56,1353.62,4137;3214;9874,Paid,Bank Transfer
D01I19233,D01C7584,D01C1939,2024-03-06,103253.24,12023.14,16477.15,8283;5000,Paid,Cheque
D01I91479,D01C1058,D01C6380,2024-01-12,25872.07,2695.44,3857.46,5051;4003,Paid,Cash
D01I33018,D01C2693,D01C9754,2024-06-22,48577.35,6204.45,5780.58,7205;2029;3817,Cancelled,UPI
D01I49869,D01C4052,D01C1544,2024-04-25,34900.99,2031.45,4110.71,6518;2516,Paid,UPI
D01I35823,D01C8777,D01C1373,2024-05-20,13198.51,944.41,798.14,8142;6819;9600,Cancelled,Cheque
D01I53602,D01C2063,D01C6256,2024-04-07,30965.43,3757.82,2768.49,3459;2155;7862,Paid,UPI
D01I13009,D01C6973,D01C3173,2024-02-11,16225.32,1357.01,2663.76,8270,Pending,Cheque
D01I36066,D01C9055,D01C6755,2024-02-24,27669.37,3954.1,3077.03,7235;1128,Pending,Cash
D01I33523,D01C7767,D01C9000,2024-02-06,362180.69,30813.22,49366.83,7607;1693,Paid,Cheque
D01I68762,D01C4690,D01C3449,2024-04-03,40156.35,3045.88,6548.57,8660;5140,Paid,Bank Transfer
D01I22080,D01C9296,D01C3596,2024-04-24,12250.4,669.4,1696.21,8239;2161;8510,Pending,Bank Transfer
D01I88533,D01C6452,D01C7806,2024-06-06,56853.38,9562.45,9373.05,6006;2394;9735,Cancelled,UPI
D01I66567,D01C4631,D01C9344,2024-02-12,16116.89,872.06,982.34,1994,Paid,Cash
D01I72133,D01C6475,D01C7596,2024-03-13,10142.82,1724.62,908.5,4650;1691,Cancelled,Cash
D01I58157,D01C5657,D01C5696,2024-06-17,23277.8,3429.67,3555.07,6419,Pending,Cash
D01I20734,D01C1494,D01C4357,2024-01-09,457894.61,45436.71,54813.09,1882;7525,Pending,UPI
D01I90013,D01C4210,D01C4976,2024-04-18,9859.32,1306.73,1670.38,2904,Cancelled,Cash
D01I25594,D01C5204,D01C4376,2024-05-07,180614.82,21405.94,30870.21,6743,Paid,UPI
D01I37694,D01C9637,D01C7444,2024-04-07,9007.62,1097.62,1017.27,1694,Paid,Bank Transfer
D01I37764,D01C8718,D01C6320,2024-01-09,8149.68,1302.43,514.89,8378;5876,Cancelled,Bank Transfer
D01I71288,D01C6452,D01C9496,2024-02-06,127325.72,21562.52,22582.17,7866,Paid,Cash
D01I75744,D01C6256,D01C3452,2024-06-24,41215.75,6324.7,3803.74,5200,Cancelled,Cheque
D01I60927,D01C1866,D01C1367,2024-05-05,369301.37,41484.46,64641.47,8700;1861;2622,Pending,UPI
D01I75980,D01C5297,D01C1551,2024-04-13,506423.44,38200.36,85632.35,9159;2502,Paid,Cash
D01I84430,D01C8766,D01C6776,2024-04-18,33304.59,2772.61,2544.18,9737;4883,Cancelled,Cash
D01I61966,D01C1205,D01C9440,2024-06-28,33985.49,4440.0,2696.48,9270;6306,Cancelled,Cash
D01I43021,D01C3064,D01C2213,2024-03-15,36065.9,5318.71,5388.86,4698,Cancelled,Cheque
D01I38976,D01C4632,D01C2368,2024-03-15,57090.15,7003.27,3466.2,4613,Cancelled,Cash
D01I77560,D01C4547,D01C6581,2024-04-23,27932.76,2556.22,1661.08,3480;2693;7702,Paid,Bank Transfer
D01I17624,D01C2346,D01C9449,2024-02-06,25319.21,3386.7,2439.92,4377;6264,Paid,Cash
D01I23204,D01C2898,D01C3169,2024-05-23,8397.59,712.59,1272.11,8715;8490;1528,Cancelled,Bank Transfer
D01I27138,D01C1375,D01C6745,2024-04-01,661548.12,106110.36,69487.26,6964;4789;5336,Cancelled,Cash
D01I36468,D01C1223,D01C2110,2024-04-30,12308.84,1172.21,1768.88,6001;4865;2444,Cancelled,Cheque
D01I52661,D01C1297,D01C1894,2024-02-22,30368.4,2511.57,5006.14,9712;4941;1571,Pending,Cheque
D01I17879,D01C7696,D01C4445,2024-06-20,550939.93,41660.98,97080.59,4854;3646,Cancelled,Bank Transfer
D01I99800,D01C9677,D01C9203,2024-05-19,7558.75,754.42,1133.33,2346;1582,Paid,Bank Transfer
D01I18107,D01C2326,D01C2648,2024-01-29,42903.12,2526.34,4259.21,5932;8529,Pending,UPI
D01I84468,D01C3888,D01C5796,2024-06-16,21419.01,2212.07,3038.38,4722;8471;4259,Cancelled,UPI
D01I29247,D01C1115,D01C7627,2024-01-14,16711.0,912.33,2605.23,1402;9969,Paid,UPI
D01I32150,D01C4805,D01C2177,2024-05-26,528555.99,40765.58,95034.62,4072,Paid,Cash
D01I14046,D01C6704,D01C7798,2024-02-05,81388.35,6274.4,10342.43,5445,Cancelled,Cash
D01I87223,D01C3557,D01C6776,2024-02-03,599534.78,47395.37,71898.72,9349;5848,Paid,Cash
D01I74648,D01C9557,D01C5105,2024-04-27,10844.28,1443.46,1524.88,6884;7504;8819,Pending,Cash
D01I97388,D01C2944,D01C6089,2024-03-29,23177.42,1552.84,3484.93,6106;8648,Cancelled,Cheque
D01I75720,D01C6487,D01C4510,2024-04-15,16215.17,2390.98,1778.97,9033,Cancelled,UPI
D01I80560,D01C3900,D01C7021,2024-03-27,85416.42,4755.79,6136.11,8717,Paid,Cheque
D01I49107,D01C9257,D01C5495,2024-03-12,12014.76,1889.66,1947.63,1560;5472;4769,Cancelled,Bank Transfer
D01I66097,D01C7596,D01C3994,2024-02-21,483429.18,62355.16,34645.53,1160,Pending,UPI
D01I69257,D01C2897,D01C1536,2024-05-14,21625.21,3186.72,3276.51,3934,Paid,Bank Transfer
D01I12663,D01C1606,D01C9896,2024-05-22,14115.69,1627.93,837.65,4067;5853,Cancelled,Bank Transfer
D01I96558,D01C8342,D01C8770,2024-06-25,183820.63,21718.06,23996.23,1898;7691,Cancelled,Bank Transfer
D01I14205,D01C3725,D01C3046,2024-03-28,438591.43,29841.84,77537.71,8907;4403;7273,Paid,Cheque
D01I27062,D01C9975,D01C2340,2024-03-08,33550.6,4550.44,1831.0,4168;7776;9786,Paid,Cash
D01I47499,D01C9296,D01C3900,2024-02-06,42820.89,3305.74,5428.83,4450;3874,Pending,Cheque
D01I26841,D01C5307,D01C4161,2024-05-25,6957.2,1017.72,1024.43,4887;4038,Pending,Cheque
D01I31196,D01C3066,D01C5880,2024-01-14,15895.15,926.3,1118.14,3718,Paid,Bank Transfer
D01I51408,D01C5811,D01C1801,2024-04-17,26736.27,2171.33,3845.06,8218;5040,Paid,Cash
D01I23224,D01C1475,D01C8486,2024-06-20,33571.72,5077.18,2576.02,4722;4535;8009,Pending,Cheque
D01I35097,D01C3219,D01C5134,2024-06-23,16706.64,2014.06,2149.75,6512,Paid,Cash
D01I60454,D01C7458,D01C6369,2024-03-20,22400.11,2683.99,1630.9,8441;3141;8025,Cancelled,Cheque
D01I26952,D01C2503,D01C8246,2024-04-03,42581.27,2660.5,7367.19,7214,Paid,Cheque
D01I34240,D01C7167,D01C3726,2024-02-22,47411.35,7560.45,8009.45,4863;3198;6943,Paid,Cash
D01I71155,D01C4033,D01C8881,2024-04-13,3690.8,293.72,623.17,2597;1163;8054,Pending,Cheque
D01I31396,D01C5936,D01C4613,2024-05-03,397951.38,48516.58,69104.72,5329;6151;2148,Pending,Cheque
D01I35545,D01C4407,D01C2294,2024-02-09,20008.75,2763.27,1742.05,9430,Cancelled,Cheque
D01I83260,D01C5005,D01C9369,2024-03-19,15016.78,2464.46,2323.56,8580;3239;1171,Paid,UPI
D01I84060,D01C7007,D01C5759,2024-03-03,768169.86,46013.36,118186.39,6737;9096,Cancelled,Cheque
D01I78210,D01C6273,D01C9496,2024-05-17,25906.02,1587.82,3403.88,8625;8619,Paid,Bank Transfer
D01I57462,D01C1920,D01C8796,2024-05-28,232385.54,19297.12,30828.76,7838;9462;3871,Cancelled,Bank Transfer
D01I79259,D01C3064,D01C5470,2024-01-14,36809.1,2467.55,3803.91,1007;4827;7068,Pending,Cheque
D01I56372,D01C5034,D01C5480,2024-05-17,11856.25,1311.99,1533.52,7640;8880;1875,Pending,Cash
D01I19004,D01C4690,D01C3080,2024-03-29,17442.63,1547.08,2382.71,6685;3869,Paid,Cash
D01I89041,D01C2340,D01C3807,2024-05-22,24424.81,3975.99,3607.68,8531,Cancelled,Cheque
D01I87268,D01C2166,D01C9033,2024-02-03,34777.21,5911.27,3322.43,2889;2774,Paid,UPI
D01I91573,D01C2109,D01C2392,2024-02-11,12277.5,1308.03,644.14,9948,Pending,Bank Transfer
D01I27296,D01C3296,D01C6911,2024-05-02,21357.02,1562.98,2559.6,1232,Paid,Cheque
D01I56845,D01C4557,D01C6451,2024-04-15,8582.96,628.25,1031.1,1071,Cancelled,Cheque
D01I41537,D01C5053,D01C7072,2024-02-09,21927.31,2831.78,1858.83,7182,Paid,Cash
D01I28045,D01C9449,D01C7167,2024-01-13,227609.52,26278.7,23716.79,3133;2202;4552,Pending,Cash
D01I61779,D01C9890,D01C5045,2024-03-24,23363.95,2239.63,2501.67,7040;9782,Pending,Bank Transfer
D01I92420,D01C9485,D01C5484,2024-02-13,268994.48,45981.83,32668.44,5934;8881,Pending,UPI
D01I43454,D01C7242,D01C3088,2024-01-07,8329.84,525.43,1463.28,1371,Paid,Cheque
D01I93463,D01C1300,D01C1422,2024-05-02,50177.59,5229.43,7580.34,2816;4697;2059,Paid,Cheque
D01I71060,D01C1820,D01C7100,2024-02-10,35978.26,2700.55,2918.33,2393;9319,Cancelled,Cash
D01I25444,D01C1031,D01C1028,2024-01-18,10575.1,1661.41,1149.2,6586;2108,Paid,UPI
D01I57553,D01C9556,D01C7516,2024-02-21,27176.51,3313.42,4612.27,3725;9130,Paid,Bank Transfer
D01I41864,D01C5538,D01C1588,2024-02-14,27131.21,4227.33,2056.77,2096,Cancelled,Cash
D01I36480,D01C2326,D01C6755,2024-05-09,5164.82,899.83,621.35,1902;2482;9269,Paid,Cash
D01I31130,D01C2897,D01C1550,2024-01-18,15385.3,1415.61,1858.95,1076;7658;2336,Cancelled,Cheque
D01I95800,D01C6251,D01C5289,2024-01-01,396599.36,25790.41,41943.95,5734,Pending,Cash
D01I14973,D01C6093,D01C1147,2024-06-26,27665.58,2248.25,2815.9,9592;2614;5800,Paid,Cheque
D01I31416,D01C3244,D01C9000,2024-01-05,6564.58,915.42,330.23,1726;4908;3219,Paid,UPI
D01I68420,D01C7298,D01C4405,2024-01-14,14577.66,953.12,2220.17,2646;4777;1891,Cancelled,Cheque
D01I13578,D01C6955,D01C8217,2024-06-20,35089.21,5655.38,2339.45,9038;2270;6018,Paid,Cheque
D01I93241,D01C7234,D01C4876,2024-01-09,30411.67,5447.36,5040.56,7749,Paid,Cheque
D01I35311,D01C1727,D01C3316,2024-06-15,7701.94,692.79,883.87,7872;9822,Paid,Cheque
D01I34157,D01C4876,D01C5090,2024-06-07,53157.24,3183.27,3702.08,6049;8027;9084,Paid,Cash
D01I68342,D01C2002,D01C1289,2024-01-24,33905.65,2589.28,4958.34,5674;2207;6923,Cancelled,UPI
D01I32779,D01C3900,D01C7676,2024-04-05,35656.68,2627.33,6243.4,2680;8012,Pending,UPI
D01I80752,D01C4110,D01C2709,2024-03-10,138270.34,13427.93,20951.28,9989;2676,Pending,UPI
D01I46574,D01C5668,D01C2862,2024-01-08,18791.23,2319.61,1210.34,1103,Cancelled,Bank Transfer
D01I29214,D01C8757,D01C2308,2024-03-25,48340.36,3170.2,8140.9,6767,Cancelled,UPI
D01I51024,D01C3574,D01C7239,2024-01-30,6568.82,891.5,465.67,1528;2006,Paid,Cash
D01I63596,D01C8532,D01C6776,2024-05-17,35844.24,5153.05,2660.45,9306;4513;6484,Paid,Cheque
D01I95081,D01C3478,D01C8215,2024-02-29,146208.73,23251.79,16964.7,6192;6175,Paid,Cash
D01I99097,D01C9670,D01C5075,2024-02-26,40650.39,6773.18,7119.79,1601;2291,Paid,Cheque
D01I74569,D01C3296,D01C4726,2024-06-17,16379.21,1443.98,1138.96,8786,Cancelled,Cash
D01I56256,D01C7758,D01C1776,2024-04-09,6238.02,337.29,860.08,5868,Pending,Cash
D01I34969,D01C6118,D01C5980,2024-03-26,15274.64,1208.42,1448.28,9480,Cancelled,UPI
D01I69093,D01C4690,D01C3816,2024-04-14,30719.37,2239.8,4443.97,8702;9344,Pending,Bank Transfer
D01I21219,D01C4535,D01C9557,2024-05-10,4573.63,465.03,428.35,2452;6322;4227,Cancelled,Cash
D01I41049,D01C5034,D01C5073,2024-05-02,26283.92,3359.3,2406.75,6527;9300,Paid,UPI
D01I78384,D01C8462,D01C8875,2024-01-18,14738.81,918.6,2584.38,5307,Pending,UPI
D01I37730,D01C1513,D01C5866,2024-01-12,11293.17,1319.92,1713.52,9508,Paid,UPI
D01I23285,D01C2557,D01C5071,2024-02-18,28594.7,2964.42,3719.44,2129;2022;1545,Paid,Cheque
D01I27100,D01C1291,D01C8119,2024-06-09,374217.83,54531.22,43935.72,4806,Paid,UPI
D01I60677,D01C6806,D01C1606,2024-04-17,13975.15,2487.1,1698.47,4275;9823;8096,Paid,Cheque
D01I61136,D01C8799,D01C6672,2024-05-28,13697.34,759.9,1914.33,5035;8495,Pending,Cheque
D01I83519,D01C4769,D01C2744,2024-04-01,14485.7,1731.04,1627.42,9541,Pending,UPI
D01I50822,D01C7032,D01C4271,2024-01-22,9372.26,649.59,972.51,6074;5890;9561,Paid,UPI
D01I17748,D01C1261,D01C6279,2024-03-20,28409.81,1861.57,1549.56,7218,Paid,Cheque
D01I86030,D01C6309,D01C5256,2024-05-09,5208.47,361.15,930.29,8243;9602;7922,Cancelled,Cheque
D01I40958,D01C3966,D01C5817,2024-01-07,25443.98,4137.03,3811.99,7115;6800;9135,Paid,Cheque
D01I24973,D01C9000,D01C8333,2024-06-19,35346.19,4103.13,1923.85,4673;2617,Cancelled,UPI
D01I33254,D01C2340,D01C1697,2024-03-16,48490.59,5719.31,5659.32,1880;1376;7083,Cancelled,UPI
D01I77060,D01C1131,D01C5980,2024-03-19,629634.87,38015.41,100887.91,7711,Cancelled,Cheque
D01I97437,D01C2346,D01C2841,2024-06-15,30957.28,4569.85,3111.98,1566,Cancelled,Cash
D01I88592,D01C1570,D01C9757,2024-05-28,59514.42,5576.62,9258.64,9425,Paid,Cash
D01I52906,D01C8706,D01C5112,2024-02-08,8112.01,802.12,998.07,7066;1331;7623,Cancelled,Cash
