company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,is_shell,is_high_risk,is_fraud,total_sent_amount,sent_invoice_count,avg_sent_amount,std_sent_amount,total_itc_sent,total_gst_sent,total_received_amount,received_invoice_count,avg_received_amount,std_received_amount,total_itc_received,total_gst_received,total_invoices,total_amount_all,avg_invoice_amount,total_itc_all,total_gst_all,itc_ratio
D05C9959,Acme 010,RJMAGBE3121P9647,MAGBE3121P,2023-05-06,"117 Station Rd, Mumbai",Surat,RJ,Pharma,100000.0,0,0,0,62409.79,3.0,20803.263333333332,14812.260685237527,4547.8099999999995,8658.3,251230.86,2.0,125615.43,137990.20543441552,41703.810000000005,38313.15,5.0,313640.64999999997,62728.12999999999,46251.62,46971.45,0.14746691795212136
D05C9469,Tech 011,GJJFWHE7588R2505,JFWHE7588R,2023-04-17,"894 Ring Rd, Jaipur",Mumbai,GJ,Food & Bev,352542.26,0,0,0,48866.23,4.0,12216.5575,6580.11773612689,5029.29,5590.79,806954.99,12.0,67246.24916666666,164643.1173470708,54252.090000000004,107195.72,16.0,855821.22,53488.82625,59281.380000000005,112786.51,0.06926841566279462
D05C4462,Global 012,TSKTZFA6304D7243,KTZFA6304D,2021-11-18,"353 Outer Ring, Kolkata",Bengaluru,TS,Textiles,100000.0,0,0,0,357338.52999999997,11.0,32485.320909090908,22898.02055628672,32659.2,34995.65,547909.47,8.0,68488.68375,96825.42036238934,52381.45,45516.76,19.0,905248.0,47644.63157894737,85040.65,80512.41,0.09394182588638693
D05C3095,Tech 013,TSFMCRS1095H2587,FMCRS1095H,2019-02-08,"957 MG Road, Mumbai",Jaipur,TS,Construction,100000.0,0,0,0,87071.77,4.0,21767.9425,13490.469626916562,11253.47,10862.72,584527.64,3.0,194842.54666666666,242651.57302667384,76547.68,91258.09,7.0,671599.41,95942.77285714286,87801.15,102120.81,0.13073440609484752
D05C5372,Acme 014,DLCOTVF5136U3783,COTVF5136U,2022-12-24,"160 Industrial Area, Jaipur",Pune,DL,Manufacturing,220935.12,1,0,1,4826787.03,10.0,482678.70300000004,196188.04862577256,578195.02,519757.72,525343.13,12.0,43778.59416666667,85455.40439226708,66002.32,47125.83,22.0,5352130.16,243278.64363636365,644197.3400000001,566883.5499999999,0.1203627940169527
D05C1683,Prime 015,TNUACGV7020S2490,UACGV7020S,2019-07-30,"853 Tech Park, Mumbai",Hyderabad,TN,Telecom,283926.53,0,0,0,144773.74,5.0,28954.748,17799.116298518024,20291.61,15627.64,540500.37,4.0,135125.0925,240610.1249039604,70214.33,83025.70999999999,9.0,685274.11,76141.56777777777,90505.94,98653.34999999999,0.1320726096014338
D05C9655,Acme 016,WBCYIMT6136B8625,CYIMT6136B,2023-02-01,"508 Outer Ring, Kolkata",Bengaluru,WB,Consulting,269324.76,0,1,1,1460585.31,4.0,365146.3275,240021.25890956665,125936.71,166988.73,9948.79,1.0,9948.79,0.0,1276.87,1788.64,5.0,1470534.1,294106.82,127213.58,168777.37000000002,0.0865084189479183
D05C9903,Star 017,KAFBUXJ5098A8109,FBUXJ5098A,2021-10-17,"754 Industrial Area, Pune",Hyderabad,KA,Metals,173054.8,0,1,1,2230549.21,5.0,446109.842,210247.73601335727,282488.2,260724.65,1274246.1400000001,8.0,159280.76750000002,273189.3777802903,187815.06,171073.84,13.0,3504795.35,269599.6423076923,470303.26,431798.49,0.13418850832474427
D05C7205,Star 018,MHHHGLA1626E6332,HHGLA1626E,2019-05-20,"998 Ring Rd, Mumbai",Chennai,MH,IT Services,100000.0,1,0,1,1631611.29,3.0,543870.43,266829.76573205023,194823.43,164150.94,310510.26,5.0,62102.052,93236.68636137988,46654.67,37217.32,8.0,1942121.55,242765.19375,241478.09999999998,201368.26,0.12433727435854876
D05C9763,Star 019,GJJSIMD7305V2222,JSIMD7305V,2019-09-12,"830 Main St, Delhi",Surat,GJ,Retail,168763.87,0,0,0,137749.19999999998,3.0,45916.399999999994,33324.659459728915,19314.14,15639.14,250310.35,6.0,41718.39166666667,38560.037082367235,27085.71,31304.59,9.0,388059.55,43117.72777777778,46399.85,46943.729999999996,0.11956889090862471
D05C9048,Prime 020,GJGHVEA9673B3454,GHVEA9673B,2021-11-04,"301 MG Road, Kolkata",Ahmedabad,GJ,Automotive,100000.0,0,0,0,43754.009999999995,3.0,14584.669999999998,6079.872743479093,5287.69,5006.75,187513.86000000002,8.0,23439.232500000002,22298.1580760979,22735.44,15569.39,11.0,231267.87,21024.351818181818,28023.129999999997,20576.14,0.1211717390746929
D05C9015,Prime 021,TNJCUGK9665H4874,JCUGK9665H,2019-07-27,"577 MG Road, Hyderabad",Kolkata,TN,Consulting,204689.1,1,0,1,1781274.5,4.0,445318.625,309339.23763974936,230065.37,224812.40000000002,1754648.8900000001,13.0,134972.99153846156,204697.51523328768,168844.1,223276.98,17.0,3535923.39,207995.49352941176,398909.47,448089.38,0.11281620838510303
D05C8120,Tech 022,MHZMHVQ5743H2657,ZMHVQ5743H,2023-11-09,"603 Main St, Jaipur",Kolkata,MH,Chemicals,227150.04,0,0,0,465386.04,15.0,31025.735999999997,18731.708081598965,56980.94,55992.13,462522.41,10.0,46252.240999999995,40902.95097875225,53721.17,38824.96,25.0,927908.45,37116.337999999996,110702.11,94817.09,0.11930283639512067
D05C5016,Acme 023,DLAWAAZ8416E7179,AWAAZ8416E,2021-12-13,"500 Main St, Mumbai",Surat,DL,Retail,183120.57,0,0,0,95430.16,2.0,47715.08,44991.28115645519,9332.48,13797.060000000001,82525.26000000001,5.0,16505.052000000003,16218.471626385453,10168.449999999999,11851.3,7.0,177955.42,25422.20285714286,19500.93,25648.36,0.10958323157563843
D05C8545,Acme 024,WBCWJNQ3146L1089,CWJNQ3146L,2021-02-07,"989 MG Road, Hyderabad",Jaipur,WB,IT Services,100000.0,0,0,0,121660.11,4.0,30415.0275,9367.120646927298,17419.65,11994.68,115457.71000000002,3.0,38485.90333333334,34766.44472007792,17062.920000000002,18013.56,7.0,237117.82,33873.974285714285,34482.57000000001,30008.24,0.14542378130838082
D05C1669,Acme 025,TNSIYUL5846X5711,SIYUL5846X,2020-12-14,"659 Outer Ring, Mumbai",Jaipur,TN,Metals,307186.75,0,0,0,212497.59,8.0,26562.19875,24648.483051391933,23991.620000000003,18627.1,74601.42000000001,2.0,37300.71000000001,5052.405230798498,10301.41,7909.3099999999995,10.0,287099.01,28709.901,34293.03,26536.409999999996,0.11944670237629867
D05C8820,Global 026,GJDQDYU9023F1035,DQDYU9023F,2022-01-22,"98 Market Rd, Pune",Delhi,GJ,Retail,218823.9,0,0,0,48529.52,2.0,24264.76,31830.99158267301,4165.43,6572.22,50155.92,3.0,16718.64,6859.210273923669,3967.3199999999997,4317.18,5.0,98685.44,19737.088,8132.75,10889.400000000001,0.08241083993748216
D05C5997,Tech 027,RJDTQRT0609D8972,DTQRT0609D,2022-07-18,"785 Main St, Mumbai",Delhi,RJ,Consulting,100000.0,0,0,0,176556.73,9.0,19617.414444444446,8572.634155060088,18272.08,23163.54,253040.73,7.0,36148.67571428572,35731.39091219085,33874.53,32802.729999999996,16.0,429597.46,26849.84125,52146.61,55966.27,0.12138481917467575
D05C7981,Acme 028,DLOKDXS2677U6805,OKDXS2677U,2022-01-16,"822 MG Road, Chennai",Ahmedabad,DL,Energy,100000.0,1,0,1,856293.94,2.0,428146.97,211416.82413106528,72777.09,120980.45000000001,1506273.2,7.0,215181.88571428572,280921.6036373711,234924.01,127789.4,9.0,2362567.1399999997,262507.45999999996,307701.1,248769.85,0.13024015055081145
D05C5167,Tech 029,TNMDMUF2843X8066,MDMUF2843X,2020-05-12,"355 Market Rd, Jaipur",Kolkata,TN,Telecom,203813.92,0,0,0,89856.67,3.0,29952.22333333333,19047.03486137759,9739.26,7639.57,192979.56,8.0,24122.445,10902.458934285029,19026.77,18859.850000000002,11.0,282836.23,25712.384545454544,28766.03,26499.420000000002,0.10170560539574439
D05C6201,Acme 030,WBXURYU7202A5212,XURYU7202A,2018-08-13,"866 Station Rd, Delhi",Ahmedabad,WB,Consulting,117727.5,0,0,0,19156.65,1.0,19156.65,0.0,3042.6,3019.65,273212.86,5.0,54642.572,25614.681864407765,32862.91,29376.75,6.0,292369.51,48728.25166666667,35905.51,32396.4,0.12280866770273002
D05C9523,Tech 031,WBAHMZV5347M5839,AHMZV5347M,2022-11-29,"91 Tech Park, Chennai",Delhi,WB,Pharma,100000.0,0,0,0,21226.36,1.0,21226.36,0.0,2131.74,1865.6,551898.17,7.0,78842.59571428572,102915.4230596804,68803.94,55789.95,8.0,573124.53,71640.56625,70935.68000000001,57655.549999999996,0.12377009931855473
D05C3781,Global 032,DLZEXWX7197J6523,ZEXWX7197J,2022-09-29,"224 Ring Rd, Chennai",Jaipur,DL,Food & Bev,130660.56,0,0,0,88027.05,5.0,17605.41,14224.773697544366,12061.27,11197.39,814293.19,3.0,271431.0633333333,242124.69276953503,84597.68,85944.48,8.0,902320.24,112790.03,96658.95,97141.87,0.10712266633850527
D05C5310,Prime 033,RJLSLLA8002U1302,LSLLA8002U,2021-07-06,"437 Main St, Chennai",Surat,RJ,Food & Bev,100000.0,0,0,0,172977.18,5.0,34595.436,20240.202499548515,19788.91,18652.09,674551.25,4.0,168637.8125,290374.92980638973,110151.27,88078.86,9.0,847528.4299999999,94169.82555555555,129940.18000000001,106730.95,0.15331660319642612
D05C8566,Acme 034,GJPGKNI2729I4328,PGKNI2729I,2020-01-06,"423 Ring Rd, Mumbai",Bengaluru,GJ,Food & Bev,230866.73,0,0,0,43504.92999999999,4.0,10876.232499999998,7868.235731527853,5191.08,4002.06,289067.63,5.0,57813.526,105107.89666694426,36763.31,47563.700000000004,9.0,332572.56,36952.50666666667,41954.39,51565.76,0.1261510871492224
D05C2276,Global 035,KAZTASQ2450U9544,ZTASQ2450U,2023-06-10,"120 Tech Park, Ahmedabad",Surat,KA,Construction,159378.58,0,0,0,30965.92,1.0,30965.92,0.0,2236.88,4304.97,974525.7,4.0,243631.425,340565.9854634737,103179.05,81528.84000000001,5.0,1005491.62,201098.324,105415.93000000001,85833.81000000001,0.10484018752936003
D05C3278,Prime 036,MHVJOBE3607J2840,VJOBE3607J,2018-10-26,"504 MG Road, Ahmedabad",Kolkata,MH,Energy,168209.09,0,1,1,2820273.75,5.0,564054.75,230392.8073833721,380379.27999999997,252901.21999999997,90718.84,4.0,22679.71,17547.468969476293,10639.99,7078.57,9.0,2910992.59,323443.6211111111,391019.26999999996,259979.78999999998,0.13432506538946565
D05C3006,Prime 037,MHAFFLF5531G5171,AFFLF5531G,2023-09-26,"761 Ring Rd, Kolkata",Ahmedabad,MH,Chemicals,100000.0,0,0,0,168414.85,6.0,28069.141666666666,44742.98170152563,15684.11,27325.7,1339486.71,4.0,334871.6775,362739.3492965868,204823.72,128101.34,10.0,1507901.56,150790.15600000002,220507.83000000002,155427.04,0.14623489745577292
D05C3864,Acme 038,DLNFFRA9541P7061,NFFRA9541P,2023-08-05,"273 MG Road, Delhi",Ahmedabad,DL,Chemicals,100000.0,0,0,0,234678.35,9.0,26075.372222222224,11110.702148357655,32374.4,23158.27,54545.96,5.0,10909.192,3719.9943968129837,5921.37,5809.92,14.0,289224.31,20658.879285714287,38295.770000000004,28968.190000000002,0.13240854477274058
D05C6364,Prime 039,RJMHOTB5848F2861,MHOTB5848F,2022-11-07,"457 Industrial Area, Surat",Delhi,RJ,Logistics,196826.82,0,0,0,76103.58,5.0,15220.716,11276.959449504995,6699.1900000000005,7703.68,137167.78,4.0,34291.945,18177.263794534643,11888.4,12022.7,9.0,213271.36,23696.817777777775,18587.59,19726.38,0.08715464654982273
D05C6456,Acme 040,WBGGYTX6910Y9899,GGYTX6910Y,2019-03-06,"168 Market Rd, Pune",Pune,WB,Manufacturing,203912.39,0,0,0,252233.69,5.0,50446.738,76336.91069488907,26570.37,28781.86,25867.05,1.0,25867.05,0.0,2287.1,2153.61,6.0,278100.74,46350.12333333333,28857.469999999998,30935.47,0.10376624672052293
D05C2332,Tech 041,GJNDEZB6464X7697,NDEZB6464X,2020-07-07,"857 Station Rd, Ahmedabad",Chennai,GJ,Chemicals,100000.0,0,0,0,40070.84,1.0,40070.84,0.0,5605.09,6995.46,141924.03,4.0,35481.0075,47537.914568361375,10753.17,17149.0,5.0,181994.87,36398.974,16358.26,24144.46,0.08988308296821773
D05C2863,Global 042,GJIORLM2508I6783,IORLM2508I,2018-09-13,"60 Ring Rd, Chennai",Ahmedabad,GJ,Food & Bev,181770.98,0,0,0,375474.61,7.0,53639.229999999996,61676.55258655891,41864.5,50031.78,22566.32,1.0,22566.32,0.0,3037.14,3769.24,8.0,398040.93,49755.11625,44901.64,53801.02,0.11280659001575541
D05C1115,Star 043,WBHZSSS2570S3795,HZSSS2570S,2022-06-25,"527 Market Rd, Delhi",Pune,WB,Telecom,100000.0,0,0,0,20765.46,2.0,10382.73,9561.342331712634,2298.8599999999997,2525.06,11847.67,1.0,11847.67,0.0,1377.02,1612.19,3.0,32613.129999999997,10871.043333333333,3675.8799999999997,4137.25,0.1127116593838126
D05C6535,Global 044,DLAEQLU5143Q3508,AEQLU5143Q,2018-09-21,"331 Main St, Bengaluru",Delhi,DL,Logistics,100000.0,0,0,0,117505.84,6.0,19584.306666666667,10594.26985720048,12788.21,11016.710000000001,1200770.49,7.0,171538.64142857143,209392.85750297282,180321.0,178579.41999999998,13.0,1318276.33,101405.87153846155,193109.21,189596.12999999998,0.14648613921483364
D05C3754,Prime 045,RJAHFVX8659D9793,AHFVX8659D,2019-11-09,"781 Ring Rd, Surat",Pune,RJ,Retail,141075.55,1,0,1,3359152.05,6.0,559858.6749999999,184363.10682050945,418449.41,313630.96,706296.44,1.0,706296.44,0.0,57989.21,125066.93,7.0,4065448.4899999998,580778.3557142856,476438.62,438697.89,0.11719214280341307
D05C5831,Acme 046,GJZQBYL2839Y1699,ZQBYL2839Y,2020-06-18,"871 Main St, Hyderabad",Pune,GJ,Retail,644654.23,0,0,0,45716.55,3.0,15238.85,5008.9664160483235,6855.070000000001,6349.5599999999995,399253.61,4.0,99813.4025,180680.52490502832,54640.75,28188.83,7.0,444970.16,63567.16571428571,61495.82,34538.39,0.1382021212388714
D05C4306,Acme 047,MHANPHA8303R9639,ANPHA8303R,2019-07-09,"297 MG Road, Delhi",Pune,MH,Telecom,289625.0,0,0,0,178502.53,2.0,89251.265,71305.03672358111,21772.06,29448.53,59168.59,2.0,29584.295,32662.994634620536,4863.61,3520.59,4.0,237671.12,59417.78,26635.670000000002,32969.119999999995,0.11206944285027143
D05C9293,Prime 048,GJXNUPO6921S3015,XNUPO6921S,2021-12-13,"753 MG Road, Pune",Ahmedabad,GJ,Energy,100000.0,0,0,0,104174.93000000001,6.0,17362.488333333335,4923.020230660916,9801.990000000002,10292.23,693153.79,8.0,86644.22375,157826.72886549015,91907.61,76410.12,14.0,797328.7200000001,56952.05142857144,101709.6,86702.34999999999,0.12756294543108895
D05C9038,Star 049,GJAPDSO0957J6022,APDSO0957J,2018-04-03,"357 Tech Park, Mumbai",Ahmedabad,GJ,Retail,239362.53,0,0,0,129419.66,5.0,25883.932,11701.664311907516,12518.189999999999,18085.47,40133.020000000004,2.0,20066.510000000002,5524.950550529841,3941.0200000000004,3457.88,7.0,169552.68,24221.81142857143,16459.21,21543.350000000002,0.09707431342282528
D05C3032,Acme 050,WBNSDJH8767G6000,NSDJH8767G,2019-01-30,"252 Ring Rd, Pune",Pune,WB,Telecom,197182.76,0,0,0,228591.85,4.0,57147.9625,36781.54649214502,27615.51,30413.62,182933.19,5.0,36586.638,16349.090303564904,27082.8,24275.32,9.0,411525.04000000004,45725.00444444445,54698.31,54688.94,0.13291611611288584
D05C7697,Prime 051,KAXZLNP6959O3678,XZLNP6959O,2023-04-05,"577 Market Rd, Bengaluru",Jaipur,KA,Retail,210471.92,0,0,0,259928.22,11.0,23629.83818181818,14875.166975540691,30372.46,30455.96,991694.26,6.0,165282.37666666668,282584.2961720032,91703.16,74731.2,17.0,1251622.48,73624.85176470588,122075.62,105187.16,0.09753389856021122
D05C4253,Global 052,TSXNHFW7324H9012,XNHFW7324H,2018-04-19,"775 MG Road, Hyderabad",Bengaluru,TS,Telecom,186674.65,0,0,0,179547.84,4.0,44886.96,27277.408979030002,20213.12,16376.990000000002,830013.38,5.0,166002.676,286024.65860663017,94809.56,130709.66,9.0,1009561.22,112173.46888888889,115022.68,147086.65,0.11393333828730069
D05C2189,Tech 053,TNVUTCS0566Y6261,VUTCS0566Y,2018-07-12,"700 Ring Rd, Chennai",Mumbai,TN,Energy,150321.24,0,0,0,286285.05,6.0,47714.174999999996,52913.358007107716,29853.920000000002,28773.15,320159.88,7.0,45737.125714285714,42126.67940421124,37010.56,40721.39,13.0,606444.9299999999,46649.60999999999,66864.48,69494.54000000001,0.11025647456562956
D05C1103,Global 054,GJCVHJG0768U4779,CVHJG0768U,2020-11-15,"154 Station Rd, Ahmedabad",Pune,GJ,Automotive,100000.0,0,0,0,56800.53,3.0,18933.51,5155.997871052702,5087.0,4828.72,271268.12,2.0,135634.06,167377.70468188467,24885.98,35354.36,5.0,328068.65,65613.73000000001,29972.98,40183.08,0.09136191464804698
D05C4316,Tech 055,KAZWRCU6051S2692,ZWRCU6051S,2023-01-07,"483 MG Road, Bengaluru",Surat,KA,Energy,100000.0,0,0,0,33989.47,2.0,16994.735,3670.4428087153196,3431.3900000000003,4305.0,39456.78,4.0,9864.195,8022.965657421617,5137.4,3682.77,6.0,73446.25,12241.041666666666,8568.79,7987.77,0.1166674949367735
D05C7910,Prime 056,TNVIFHN3743O5085,VIFHN3743O,2019-03-30,"547 MG Road, Delhi",Chennai,TN,Manufacturing,197420.88,0,0,0,40256.08,2.0,20128.04,7989.245967236207,4818.75,5974.02,608336.9299999999,4.0,152084.23249999998,279992.6865445491,95570.76,97746.29000000001,6.0,648593.0099999999,108098.83499999998,100389.51,103720.31000000001,0.15478043773552233
D05C9041,Acme 057,GJGCQIG4135V8889,GCQIG4135V,2020-07-29,"733 Ring Rd, Ahmedabad",Ahmedabad,GJ,IT Services,219547.7,0,1,1,2261251.31,4.0,565312.8275,175453.3344506845,231716.6,303289.77,615434.58,5.0,123086.916,245071.8254711276,95025.20000000001,81979.2,9.0,2876685.89,319631.7655555556,326741.80000000005,385268.97000000003,0.11358271722881778
D05C7010,Star 058,GJXREND1147M3794,XREND1147M,2023-11-01,"26 Station Rd, Hyderabad",Pune,GJ,Textiles,217884.95,0,0,0,134677.14,4.0,33669.285,31634.401874082694,18605.66,18270.34,0.0,0.0,0.0,0.0,0.0,0.0,4.0,134677.14,33669.285,18605.66,18270.34,0.1381500973364893
D05C2072,Global 059,DLIORPZ3541I6302,IORPZ3541I,2023-04-23,"955 Main St, Ahmedabad",Hyderabad,DL,Construction,201033.68,0,0,0,230006.86,4.0,57501.715,42271.21905523466,28881.0,21937.28,130034.94,4.0,32508.735,25157.63201872346,12051.07,17052.96,8.0,360041.8,45005.225,40932.07,38990.24,0.11368699412123814
D05C4235,Acme 060,WBJOGCU1688K3885,JOGCU1688K,2021-04-30,"415 Market Rd, Hyderabad",Chennai,WB,Chemicals,100000.0,1,0,1,1753144.92,4.0,438286.23,265970.51238099043,142602.77000000002,207066.58,1434098.2799999998,2.0,717049.1399999999,31150.25988442476,181497.34999999998,177730.52000000002,6.0,3187243.1999999997,531207.2,324100.12,384797.1,0.10168666137557374
D05C9721,Tech 061,TSPUXAA8894H9991,PUXAA8894H,2022-03-07,"200 MG Road, Delhi",Ahmedabad,TS,Manufacturing,143479.75,0,0,0,34991.69,3.0,11663.896666666667,3421.05892793932,4273.89,3968.63,321673.26,4.0,80418.315,64847.37936852473,48122.39,33416.47,7.0,356664.95,50952.135714285716,52396.28,37385.1,0.14690616501565404
D05C7794,Tech 062,GJJRVLP8165N1160,JRVLP8165N,2021-08-26,"532 MG Road, Chennai",Mumbai,GJ,Retail,395834.27,0,0,0,196197.56,5.0,39239.512,45446.27506446893,21690.75,23700.230000000003,276565.24,2.0,138282.62,5237.9500501818575,20566.5,35672.59,7.0,472762.8,67537.54285714285,42257.25,59372.82,0.08938361901570936
D05C6094,Star 063,MHCQVTB2446Z4024,CQVTB2446Z,2018-07-19,"570 Outer Ring, Ahmedabad",Surat,MH,Manufacturing,100000.0,0,0,0,96410.93,4.0,24102.7325,17331.55409256072,9360.85,14759.539999999999,30705.25,3.0,10235.083333333334,1436.5355926440993,2939.38,3301.58,7.0,127116.18,18159.454285714284,12300.23,18061.12,0.09676368500060338
D05C1807,Acme 064,MHCOGIW6087G8109,COGIW6087G,2022-04-20,"855 Industrial Area, Delhi",Chennai,MH,Energy,240477.15,0,0,0,60025.409999999996,4.0,15006.352499999999,7036.504895615791,8642.6,5936.13,57205.33,2.0,28602.665,11519.851338904073,6261.8099999999995,9604.32,6.0,117230.73999999999,19538.456666666665,14904.41,15540.45,0.12713738734396798
D05C9359,Star 065,GJISGWC8137E3485,ISGWC8137E,2021-11-25,"604 Industrial Area, Jaipur",Chennai,GJ,Manufacturing,866584.26,1,0,1,3961005.64,8.0,495125.705,189041.97663337472,532672.16,414780.86,1209933.1099999999,7.0,172847.5871428571,248484.85360290707,133247.8,160907.34,15.0,5170938.75,344729.25,665919.96,575688.2,0.12878125079319494
D05C8237,Acme 066,GJXAJKA3083I2834,XAJKA3083I,2023-03-14,"671 Ring Rd, Ahmedabad",Chennai,GJ,Consulting,170095.6,0,0,0,164688.17,9.0,18298.685555555556,10250.645942360306,22827.01,18068.68,1018217.02,5.0,203643.404,293212.02269615827,138072.08000000002,86824.56,14.0,1182905.19,84493.22785714285,160899.09000000003,104893.23999999999,0.13602027564018046
D05C7119,Tech 067,GJJPNIS2738W7670,JPNIS2738W,2019-02-07,"569 Ring Rd, Hyderabad",Mumbai,GJ,Manufacturing,200114.47,0,0,0,483197.77,11.0,43927.07,43103.13840368262,59766.229999999996,57242.64,1191517.03,10.0,119151.70300000001,223789.9067309333,150703.31,121216.44,21.0,1674714.8,79748.3238095238,210469.53999999998,178459.08000000002,0.12567485520519672
D05C4135,Prime 068,GJHXPUE2781R2231,HXPUE2781R,2019-06-01,"373 Main St, Hyderabad",Ahmedabad,GJ,Construction,314662.47,0,0,0,100359.95999999999,4.0,25089.989999999998,19943.240193634534,9175.119999999999,12679.21,350795.05,3.0,116931.68333333333,69489.20305756955,40715.84,54911.229999999996,7.0,451155.01,64450.71571428572,49890.95999999999,67590.44,0.11058496280469099
D05C3090,Prime 069,GJVSFLW8830F2447,VSFLW8830F,2019-09-23,"205 Market Rd, Kolkata",Jaipur,GJ,Energy,159646.41,0,0,0,51021.74,4.0,12755.435,10679.116164091794,3800.93,4765.43,593929.3,8.0,74241.1625,129130.65352317369,74485.40999999999,78023.83,12.0,644951.04,53745.920000000006,78286.33999999998,82789.26000000001,0.12138338438837153
D05C5303,Star 070,WBCNBUH3841X8758,CNBUH3841X,2019-08-28,"778 Station Rd, Ahmedabad",Bengaluru,WB,Retail,332585.58,1,0,1,400666.22,1.0,400666.22,0.0,68942.78,30683.8,28408.28,2.0,14204.14,12147.3873940037,3786.5299999999997,2196.45,3.0,429074.5,143024.83333333334,72729.31,32880.25,0.16950275534901282
D05C3244,Tech 071,MHAEQPJ9072N5110,AEQPJ9072N,2019-05-18,"544 Ring Rd, Mumbai",Surat,MH,Food & Bev,100000.0,0,0,0,39101.75,3.0,13033.916666666666,8457.739239940738,4276.96,4647.15,242109.93,2.0,121054.965,113470.56361892298,16638.23,34689.11,5.0,281211.68,56242.335999999996,20915.19,39336.26,0.07437525354565643
