invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D06I37610,D06C2096,D06C6222,2024-04-30,21540.47,2196.37,2289.2,1220;5396,Pending,Cheque
D06I57564,D06C7149,D06C7591,2024-02-24,578000.59,81759.15,99439.16,5800,Pending,Bank Transfer
D06I24078,D06C1800,D06C6107,2024-01-17,30543.86,1847.9,4894.58,1513;8580;9661,Cancelled,Bank Transfer
D06I25301,D06C5194,D06C2133,2024-05-03,29085.09,3462.2,2281.59,8501;9362,Cancelled,Cash
D06I89688,D06C3360,D06C7865,2024-03-12,46961.93,4080.41,3525.86,4956,Cancelled,Cheque
D06I22597,D06C7847,D06C9343,2024-02-03,61504.08,3171.17,6622.97,8769;1839,Paid,Cheque
D06I53931,D06C9578,D06C2434,2024-05-09,63200.24,5356.67,3185.18,5020;1001;8066,Paid,Cash
D06I14881,D06C9251,D06C9037,2024-04-16,575609.82,36111.83,70770.22,7364,Pending,Cash
D06I53610,D06C5121,D06C9191,2024-01-19,38218.1,6810.71,2150.82,1859;6242,Paid,Cash
D06I15000,D06C4674,D06C5503,2024-03-21,36355.87,4817.31,3786.92,2164;2173,Cancelled,Cheque
D06I10401,D06C4965,D06C4482,2024-04-24,25264.8,2891.24,1894.45,4842;5383;4508,Paid,UPI
D06I54271,D06C6510,D06C2153,2024-02-16,27882.9,4122.7,4753.99,1465;9300;4707,Pending,Cash
D06I49109,D06C3844,D06C2915,2024-06-25,44777.57,3630.48,7577.69,2730,Pending,Bank Transfer
D06I75068,D06C1549,D06C8772,2024-04-07,13826.15,2221.2,942.57,2218;6590,Cancelled,Cash
D06I98693,D06C3098,D06C8997,2024-03-13,331609.62,38764.77,45569.07,6086;7690;2486,Pending,Cash
D06I29868,D06C2454,D06C6851,2024-02-27,5138.41,641.76,924.6,2781;7149;4154,Pending,Bank Transfer
D06I47633,D06C5509,D06C5184,2024-02-10,41959.58,2535.19,3243.84,9851,Cancelled,Cash
D06I27132,D06C1486,D06C4708,2024-06-20,68702.86,8131.13,5005.76,7164;7619;6813,Cancelled,Bank Transfer
D06I54846,D06C4782,D06C2512,2024-04-05,76563.55,5953.53,12776.93,6209;7288;3988,Pending,Bank Transfer
D06I83612,D06C4550,D06C3258,2024-02-29,3867.54,308.42,267.99,7190;3930;3243,Paid,UPI
D06I98932,D06C7464,D06C2343,2024-01-12,46102.39,6997.04,4054.39,7260;9779,Paid,Cash
D06I25493,D06C7383,D06C2427,2024-04-22,26520.42,2507.12,3050.29,4249,Cancelled,Cheque
D06I60191,D06C5758,D06C6513,2024-01-30,9319.1,1574.73,1060.77,1618;2737,Paid,Bank Transfer
D06I22723,D06C5567,D06C1357,2024-04-19,141923.36,10637.98,8461.43,9552;4254;6476,Cancelled,Cheque
D06I86089,D06C6077,D06C8496,2024-01-07,37019.31,2945.47,3699.28,6233;9543,Paid,Bank Transfer
D06I55745,D06C2325,D06C5599,2024-03-29,81619.72,9190.61,7411.27,6487,Paid,UPI
D06I69152,D06C2523,D06C9191,2024-05-28,15703.41,2291.91,2216.18,2214;4935,Paid,Cash
D06I21645,D06C8522,D06C3595,2024-02-10,46762.2,4994.97,4205.97,3167;1577;5241,Pending,Cash
D06I80279,D06C5264,D06C1385,2024-03-06,78453.96,9566.41,10741.83,3018;7718,Paid,Cash
D06I71877,D06C1996,D06C7997,2024-02-02,9236.0,1434.51,1405.16,4167,Paid,UPI
D06I22418,D06C4205,D06C6257,2024-01-02,398921.79,52055.19,48572.42,2566;1157;7743,Cancelled,Cheque
D06I65041,D06C7055,D06C2652,2024-05-02,666244.14,42676.26,64932.72,2575;4152;5666,Cancelled,UPI
D06I28304,D06C6185,D06C5595,2024-02-26,11102.39,1279.84,683.47,9905,Pending,Bank Transfer
D06I50673,D06C5078,D06C7258,2024-01-13,2325.39,264.62,326.46,6047;6468,Pending,Cheque
D06I11912,D06C1678,D06C3588,2024-03-28,791894.02,137910.5,120055.67,3828;5127;1637,Cancelled,UPI
D06I65078,D06C5738,D06C3732,2024-01-03,9834.31,1708.87,510.38,5073;5038,Cancelled,Bank Transfer
D06I68682,D06C3467,D06C3307,2024-04-06,83256.03,5192.76,9695.79,8788,Cancelled,Cheque
D06I58782,D06C1918,D06C5780,2024-06-22,37244.38,2445.08,4709.35,7510;1019,Pending,Cheque
D06I63160,D06C4892,D06C3383,2024-06-27,18733.52,1375.64,2856.27,9735;5016;6447,Pending,Cash
D06I55454,D06C9049,D06C8349,2024-02-14,10322.42,1547.79,1371.96,1475,Pending,Cash
D06I51460,D06C2534,D06C4939,2024-05-13,11047.94,1942.51,746.84,6789;2070;1454,Pending,Cash
D06I34703,D06C4397,D06C3222,2024-03-12,111212.47,13895.09,8314.24,4137;4130;1109,Pending,Cheque
D06I49835,D06C7865,D06C5014,2024-06-01,9446.06,531.71,1060.98,3265,Cancelled,Cheque
D06I82577,D06C1800,D06C8912,2024-05-26,17317.75,1984.25,2971.7,6985,Cancelled,UPI
D06I61240,D06C7765,D06C5078,2024-01-23,22217.26,3800.42,1986.01,3091;5992;5998,Paid,Cheque
D06I47523,D06C8420,D06C8146,2024-04-23,12219.52,1798.86,687.66,6513;8151,Pending,Cash
D06I77019,D06C8478,D06C4205,2024-01-10,14925.42,2052.86,1210.41,6042;1854;8738,Pending,Cash
D06I85229,D06C2846,D06C6065,2024-04-23,33620.38,5312.24,4058.01,1426;5740,Paid,Cash
D06I63117,D06C1234,D06C7229,2024-02-26,19643.31,1580.29,2850.79,2363,Cancelled,Cheque
D06I97122,D06C3488,D06C2111,2024-02-23,18979.59,1236.95,3123.28,4545;8914,Cancelled,UPI
D06I14334,D06C2635,D06C6084,2024-01-22,34880.37,4339.32,2896.57,6914;9569;6635,Paid,Bank Transfer
D06I86400,D06C2096,D06C3372,2024-03-06,34691.95,6154.55,4802.3,2730;8382,Paid,Bank Transfer
D06I37351,D06C1678,D06C9533,2024-05-31,596429.89,60020.97,84461.58,8576,Paid,Bank Transfer
D06I16334,D06C8716,D06C6391,2024-02-10,15450.32,1561.68,1950.73,2625,Paid,Bank Transfer
D06I92511,D06C6245,D06C8802,2024-06-04,38387.44,6806.43,2403.11,6775;5937,Paid,Cheque
D06I78380,D06C1148,D06C6370,2024-06-07,35465.81,2179.83,5121.55,6223;4673,Pending,Bank Transfer
D06I15559,D06C1289,D06C5078,2024-06-27,8967.94,692.17,558.97,4774;5655,Cancelled,UPI
D06I54807,D06C4862,D06C5194,2024-02-09,32454.59,3232.12,5689.23,2192;9093,Paid,Bank Transfer
D06I90162,D06C1098,D06C5194,2024-06-19,11330.55,1277.32,1666.35,8372;8999;4132,Cancelled,Cash
D06I21404,D06C8136,D06C7259,2024-06-22,148024.89,15182.58,26594.75,9024;8531,Pending,UPI
D06I53116,D06C4057,D06C4430,2024-03-10,10566.03,1333.58,593.62,4531,Pending,UPI
D06I12253,D06C6787,D06C9392,2024-01-23,3743.36,595.6,200.88,7463;4413,Cancelled,UPI
D06I56326,D06C7996,D06C3440,2024-04-12,468358.84,46914.39,76641.28,9677;9728,Pending,Cheque
D06I21534,D06C9299,D06C9385,2024-04-24,11841.18,1076.83,908.02,4502;6706,Pending,UPI
D06I58389,D06C2612,D06C5184,2024-02-10,14399.87,940.39,829.01,5355,Paid,Cheque
D06I22545,D06C5625,D06C4205,2024-01-22,20639.15,1267.55,1852.24,7032;6313;3893,Paid,Cheque
D06I86835,D06C8872,D06C1393,2024-01-26,541713.67,59412.8,49448.89,5541,Paid,UPI
D06I17131,D06C1966,D06C2816,2024-04-09,3879.6,696.45,631.66,3013;8731;6001,Paid,Bank Transfer
D06I30015,D06C7971,D06C5621,2024-01-31,35138.75,1798.62,5249.4,8071;9237;2214,Cancelled,UPI
D06I53616,D06C6697,D06C7997,2024-05-09,48658.61,3491.36,5652.02,9337;3136;4894,Paid,Cheque
D06I80780,D06C4868,D06C7565,2024-03-02,30718.97,3507.38,2607.57,3237;3355,Paid,UPI
D06I41312,D06C4216,D06C8112,2024-03-31,13659.05,2257.61,903.87,2271;8983,Pending,Bank Transfer
D06I73094,D06C5465,D06C8716,2024-02-18,13049.18,2236.88,715.06,4116,Pending,UPI
D06I72036,D06C6483,D06C1856,2024-01-27,13854.29,2490.21,1283.52,3942,Pending,Cash
D06I97683,D06C8287,D06C9522,2024-04-20,12141.96,1845.6,1371.87,9726;6446;5602,Cancelled,Cheque
D06I40503,D06C2698,D06C4794,2024-01-30,32821.45,5275.19,2844.81,5026;8313;9383,Cancelled,UPI
D06I62651,D06C1066,D06C1116,2024-01-16,29442.99,4250.75,4654.18,9652;2883;6127,Cancelled,Bank Transfer
D06I65391,D06C7119,D06C8522,2024-04-01,26365.16,2570.09,2114.74,3710,Cancelled,Cheque
D06I84393,D06C4678,D06C9124,2024-05-31,201426.92,25497.87,21697.66,6554;1382,Paid,Cheque
D06I71212,D06C6461,D06C4832,2024-04-08,38769.09,2294.92,2514.16,3405,Paid,Bank Transfer
D06I84020,D06C3210,D06C6323,2024-03-13,8496.61,1100.39,1316.17,5279,Paid,Cash
D06I46446,D06C8265,D06C1243,2024-06-03,9114.51,1203.01,1445.28,1713,Cancelled,Bank Transfer
D06I11726,D06C6418,D06C7566,2024-05-27,499542.13,49098.59,25325.34,2176;5880;8492,Pending,Cash
D06I97407,D06C3005,D06C3582,2024-04-20,40565.1,4646.23,6844.14,7845;4498,Cancelled,UPI
D06I89400,D06C2652,D06C7728,2024-03-18,468882.32,78728.92,59728.59,6204;8989,Cancelled,Cheque
D06I21468,D06C3627,D06C5301,2024-02-16,10392.52,1699.35,1430.2,1575,Pending,Cheque
D06I11660,D06C6077,D06C8292,2024-03-29,7994.33,763.18,725.96,9297;7274,Paid,Bank Transfer
D06I12096,D06C9299,D06C9530,2024-03-05,44930.5,3286.77,4245.16,9533;3691;2887,Pending,Cash
D06I22427,D06C2103,D06C3748,2024-01-08,23959.56,4056.31,2055.56,4957,Paid,Bank Transfer
D06I21209,D06C2534,D06C3353,2024-05-24,21807.05,3530.81,3210.32,8789;9110;5540,Cancelled,UPI
D06I83576,D06C2260,D06C1357,2024-04-04,16146.61,2124.46,1691.04,9357,Paid,UPI
D06I57512,D06C6860,D06C7476,2024-06-15,216687.47,34710.76,32432.88,7794;1727,Pending,Cash
D06I94355,D06C3464,D06C7195,2024-05-09,28745.95,3609.68,4858.57,4805,Cancelled,UPI
D06I36107,D06C7908,D06C8347,2024-04-21,39281.77,3307.39,2670.36,3240;3819;9790,Paid,Bank Transfer
D06I20478,D06C6576,D06C2436,2024-06-16,615128.9,33546.24,96028.55,1309,Paid,UPI
D06I57856,D06C7427,D06C7089,2024-04-10,34128.45,5248.07,1972.81,4141;4690;7528,Paid,UPI
D06I61953,D06C1289,D06C7232,2024-06-24,13295.53,1101.75,1894.25,1562;9187,Paid,Cheque
D06I47982,D06C2683,D06C5050,2024-02-20,27724.89,4948.22,2612.67,4465;8020;5567,Pending,Cheque
D06I59686,D06C5391,D06C2612,2024-04-28,19381.4,2061.98,973.69,1873,Cancelled,Cheque
D06I47596,D06C8287,D06C6222,2024-02-11,10306.55,899.16,1552.55,1507,Cancelled,Cash
D06I77899,D06C9496,D06C4495,2024-02-25,24917.02,3327.36,3755.4,4873;3962;9824,Pending,Cheque
D06I12265,D06C3350,D06C7426,2024-05-08,84319.75,6177.09,5973.42,1014;2667,Pending,Bank Transfer
D06I92059,D06C8123,D06C9553,2024-02-03,13112.13,1603.53,2241.63,1758;2614;5791,Cancelled,UPI
D06I35822,D06C9108,D06C5959,2024-03-06,280061.17,38265.41,40587.42,7031,Paid,Cash
D06I62847,D06C1566,D06C3017,2024-03-21,452694.99,70643.2,78416.41,3035,Cancelled,Cheque
D06I88443,D06C3884,D06C3331,2024-02-22,135647.81,15935.36,18223.09,7949,Pending,Cheque
D06I80377,D06C5453,D06C3350,2024-06-08,10534.53,1109.51,1514.37,8228;7147,Cancelled,UPI
D06I89509,D06C2846,D06C4896,2024-05-01,3960.9,273.77,533.94,3704;2673,Cancelled,UPI
D06I28911,D06C2098,D06C4550,2024-06-25,22763.21,1629.59,2565.02,5561;9634;2233,Cancelled,Bank Transfer
D06I48440,D06C6067,D06C1816,2024-01-23,660348.52,83951.46,89698.51,3342,Paid,Bank Transfer
D06I81102,D06C8112,D06C3586,2024-04-17,8121.81,470.24,768.57,4725;4979;5880,Pending,Cash
D06I75944,D06C5870,D06C9454,2024-04-06,17106.39,1884.08,1288.74,8708;6232,Cancelled,Cash
D06I77639,D06C6873,D06C1768,2024-06-17,11510.78,1743.4,1002.97,6796,Pending,UPI
D06I38803,D06C3722,D06C4826,2024-05-15,11197.16,1826.15,1720.89,9113,Cancelled,Bank Transfer
D06I83511,D06C7954,D06C8872,2024-03-17,18191.16,1641.61,1520.71,9920;6411,Cancelled,UPI
D06I73120,D06C6019,D06C2371,2024-01-12,22594.43,3488.99,3628.95,3681;3154,Pending,UPI
D06I24091,D06C3770,D06C9113,2024-03-16,39376.35,2874.71,2827.64,1613;1194;6271,Cancelled,UPI
D06I75542,D06C3858,D06C2035,2024-04-26,6886.94,1099.83,868.34,3734;4704,Paid,UPI
D06I33178,D06C8209,D06C5553,2024-03-27,25481.73,3086.41,2273.24,5888;4244,Cancelled,UPI
D06I63462,D06C2915,D06C5796,2024-05-19,13958.09,2067.58,2170.55,7586;6987;6619,Paid,UPI
D06I54763,D06C9553,D06C3012,2024-04-25,25277.2,3553.69,1916.76,7545,Cancelled,UPI
D06I14387,D06C8034,D06C9839,2024-03-27,85230.11,9387.43,11263.37,8918;5524;1921,Pending,Cheque
D06I30997,D06C9496,D06C8034,2024-03-03,19025.1,2950.93,3120.13,3516,Cancelled,Cash
D06I32359,D06C6178,D06C2052,2024-03-21,54042.02,4782.98,6764.45,7265;7562;3286,Pending,Cheque
D06I84662,D06C8209,D06C6217,2024-04-21,20968.42,3358.55,3226.05,4630;1898,Cancelled,UPI
D06I29555,D06C7970,D06C9453,2024-03-25,9156.04,607.77,639.52,7532;1051;8023,Cancelled,UPI
D06I10567,D06C7510,D06C3635,2024-02-27,125094.88,16206.21,7555.1,2714;9187,Paid,UPI
D06I84592,D06C8314,D06C3831,2024-02-07,22775.22,3420.56,1752.36,5931;8930;8166,Pending,UPI
D06I69553,D06C1256,D06C8772,2024-05-03,59714.55,8289.06,6558.69,5447;2909,Cancelled,Cash
D06I63279,D06C5806,D06C9469,2024-05-20,16271.65,1068.49,2632.43,3047;2159;5788,Cancelled,Bank Transfer
D06I61770,D06C6120,D06C9470,2024-03-20,607507.68,101108.06,94886.56,6100;8581;1856,Cancelled,Bank Transfer
D06I12951,D06C7426,D06C5721,2024-01-18,25343.07,4471.56,3360.19,8142;2056;3110,Cancelled,Cash
D06I27368,D06C3178,D06C3177,2024-04-22,756470.22,78500.03,65543.38,2645,Pending,Cheque
D06I92042,D06C1784,D06C5480,2024-03-27,21415.44,1842.57,1924.32,5325;9616;3316,Cancelled,Bank Transfer
D06I45219,D06C9612,D06C6831,2024-02-04,792827.68,121499.42,108438.53,7255,Paid,Cheque
D06I56310,D06C9765,D06C9874,2024-04-20,610946.39,108728.99,62049.97,2115;6554,Paid,UPI
D06I98381,D06C5487,D06C3110,2024-05-13,132109.84,21611.74,17899.97,7841;4931,Pending,UPI
D06I46204,D06C3543,D06C5225,2024-04-25,11413.66,669.67,795.53,4449;8283,Pending,Cheque
D06I40734,D06C4169,D06C1996,2024-02-14,16297.76,1517.68,1950.25,9612;2722,Cancelled,Cash
D06I60968,D06C2980,D06C9781,2024-04-29,490515.44,62788.16,70461.39,8694;9466,Cancelled,Bank Transfer
D06I35780,D06C5806,D06C4114,2024-05-21,54854.43,4031.79,8762.65,6899;9878;5187,Paid,UPI
D06I77142,D06C4778,D06C2035,2024-03-09,34527.86,4989.77,5630.98,4041,Pending,UPI
D06I73611,D06C7846,D06C7953,2024-03-10,720204.71,79010.97,45625.97,1873;9059,Paid,Cash
D06I78845,D06C9191,D06C4521,2024-05-06,36021.35,5903.66,1890.8,6371,Paid,Cash
D06I57806,D06C3844,D06C7908,2024-03-14,26899.04,2180.35,1787.77,7660;8825,Paid,UPI
D06I58209,D06C2737,D06C6694,2024-02-22,34618.74,2260.85,4848.28,9594;9687,Paid,Cash
D06I82750,D06C4868,D06C8051,2024-06-04,14746.4,1656.94,2027.53,5222;8771,Paid,Cash
D06I35903,D06C5210,D06C6451,2024-06-16,14090.03,1849.46,1886.15,4375,Paid,UPI
D06I27149,D06C3178,D06C8165,2024-05-09,696635.46,83732.33,94119.33,5690;2418;2668,Pending,UPI
D06I50472,D06C7232,D06C2111,2024-04-13,22642.16,3698.55,1881.36,6152,Pending,UPI
D06I85606,D06C7476,D06C8989,2024-05-31,37472.97,5455.47,3483.18,2961;1958;2764,Pending,Cash
D06I73806,D06C1116,D06C8942,2024-05-22,40230.08,6460.14,4039.55,7482,Pending,UPI
D06I69550,D06C4782,D06C1378,2024-04-28,53927.08,3774.64,8323.48,3550;9937,Cancelled,Cheque
D06I76398,D06C4378,D06C2727,2024-01-29,35565.81,4190.59,5368.66,2437;4114,Pending,Bank Transfer
D06I28996,D06C8161,D06C1832,2024-03-22,16160.87,1091.03,829.79,6411,Paid,Bank Transfer
D06I48819,D06C3569,D06C6127,2024-03-30,28384.74,3840.71,4420.01,2062;7339;4039,Paid,UPI
D06I31032,D06C8806,D06C7796,2024-02-09,251896.22,37961.66,15462.31,3143;7412;9413,Paid,Cash
D06I54123,D06C8386,D06C9638,2024-06-21,21302.61,2376.01,2775.8,7635;7798;4194,Paid,Cash
D06I67280,D06C9480,D06C7418,2024-02-14,91890.91,8019.51,13721.74,3694;5347;1577,Pending,Cheque
D06I65409,D06C1358,D06C7511,2024-04-07,25414.82,2501.47,3184.05,3242;3468,Paid,Bank Transfer
D06I41087,D06C8913,D06C5209,2024-05-12,12940.9,1003.02,842.07,4169;6615,Paid,UPI
